target_gene	n_target_cells	n_target_batches	target_gene_measured	excluded_current_target	eligible	selection_stratum	selection_order_sha256	selected	n_control_cells	n_control_batches	allowed_claim_role
CAMLG	99	42	True	False	False	ineligible	3a662290a425d0a08325ea02479d8338d8085ef95eb19cb64896ca454bfc0d63	False	10691	48	cross_target_generality_only_not_same_target_replication
CAP1	26	17	True	False	False	ineligible	1cc39ef5d78225ead16aafa18deffbfda2bb098482dbde57ed241a27552b834d	False	10691	48	cross_target_generality_only_not_same_target_replication
CAPZB	83	38	True	False	False	ineligible	0135def4382fd293e5b3c9a8a13c1ffbf66b8a150791c5cea4e7d0c9b7e7215f	False	10691	48	cross_target_generality_only_not_same_target_replication
CARS	19	17	True	False	False	ineligible	16dec3d2c80db66337a255cbac3995470c4b0ecacdd6caf6dd8273a769ad25ca	False	10691	48	cross_target_generality_only_not_same_target_replication
CASP8AP2	211	47	True	False	True	Q3	0713fd95608fa268efd1d1c6d359253b41d9a05652c4fa969a5d3f1c7f9e73bc	False	10691	48	cross_target_generality_only_not_same_target_replication
CBLL1	102	41	True	False	True	Q1	72113a3a841f78ee4ed1edc1e89a8f7bfb6dd2829e1e149c1118186c6feb2bd1	False	10691	48	cross_target_generality_only_not_same_target_replication
CBLN1	214	48	False	False	False	ineligible	9998f3dd56b0ec3f187d7cc33398c4aaac7fb2ac2f885ee9e7f423db0d5cc5c2	False	10691	48	cross_target_generality_only_not_same_target_replication
CBX1	151	46	True	False	True	Q2	d786136642c94ea815cde0baf8168336685dbbb33c7ab3fd66d9e88a05d04e4d	False	10691	48	cross_target_generality_only_not_same_target_replication
CCAR1	48	31	True	False	False	ineligible	3d2422481d2ca2b2ed1c100e66a2c0e4abf0ec0b2efcf1b2f9a78c000de1cf1c	False	10691	48	cross_target_generality_only_not_same_target_replication
CCDC115	211	48	True	False	True	Q3	3a90762b3a75405e9e6f5bdb1650265e4aa82a73913d67c735362dada07bf62d	False	10691	48	cross_target_generality_only_not_same_target_replication
CCDC130	113	44	True	False	True	Q1	45748f60706e3c4718702163d9f4047dee411401d2e89ac1e243f0368e6b647a	False	10691	48	cross_target_generality_only_not_same_target_replication
CCDC137	198	44	True	False	True	Q3	1b80782de54c9dfc995a464537d57caeff4d6280b9ce110973605819c73f5f15	False	10691	48	cross_target_generality_only_not_same_target_replication
CCDC144A	117	44	False	False	False	ineligible	c5fa677d44e0d7a04b855d378605df10d5bff04cfddd65806c497ab203386720	False	10691	48	cross_target_generality_only_not_same_target_replication
CCDC144NL	87	37	False	False	False	ineligible	b09aac90f81ae3618a5f2c34e938df3e5f46f342b5dd0996d6b4459463a06e6e	False	10691	48	cross_target_generality_only_not_same_target_replication
CCDC174	104	44	True	False	True	Q1	dceb6169bb779c60b80cee7327bd1efd0c85e5fe08cc6bccd5bde553201c753c	False	10691	48	cross_target_generality_only_not_same_target_replication
CCDC59	125	45	True	False	True	Q1	9c8152291df6d64a3dc0e5725bda1a9ed775361b80cde6fef78d406b8a726921	False	10691	48	cross_target_generality_only_not_same_target_replication
CCDC78	142	46	False	False	False	ineligible	9c442cf3544a70c4f2e5ddccfac3b892784aa724b5fa2870443c1d80dca473b3	False	10691	48	cross_target_generality_only_not_same_target_replication
CCDC84	79	38	True	False	False	ineligible	d194fae302b951ec03726abc8d249c87e989f9ec7e54429d5bf2a895fe983a33	False	10691	48	cross_target_generality_only_not_same_target_replication
CCDC86	253	48	True	False	True	Q4	2df04a1d8921d77202c21a205944f620e0313592846d2286fc4748d07e95bd6b	False	10691	48	cross_target_generality_only_not_same_target_replication
CCNA2	24	19	True	False	False	ineligible	f2b779444692ae0215b0bad32188c7dd16666ea8704e61b28e2e868141a685b4	False	10691	48	cross_target_generality_only_not_same_target_replication
CCNB1	158	42	True	False	True	Q2	c61bf56b2a28585d14a59867429cdba05a5cefa5abaf52f5a14a30137e30a596	False	10691	48	cross_target_generality_only_not_same_target_replication
CCND1	146	45	False	False	False	ineligible	8eaffc178a9dfd3c2e0fe3f03d2c67522e7e44e8c982b071719e6f020ccbc641	False	10691	48	cross_target_generality_only_not_same_target_replication
CCNH	79	36	True	False	False	ineligible	3a355f77a4a740299ac84e9d469a56629d5e078ae727b6d34ddc105737daed86	False	10691	48	cross_target_generality_only_not_same_target_replication
CCNK	327	48	True	False	True	Q4	1f5954f0abf31757b4aa62ad280f7615fa286af854478df065ddf3e3210ba598	False	10691	48	cross_target_generality_only_not_same_target_replication
CCNL1	177	47	True	False	True	Q3	e28d913abd9c68ad075c9a1d982d30281691b619d96e37d002958153e42d5ded	False	10691	48	cross_target_generality_only_not_same_target_replication
CCP110	47	34	True	False	False	ineligible	8208cb427be33ebd2551a3c3a034614e92417c3ffe743447d2c82acfd7f8ba11	False	10691	48	cross_target_generality_only_not_same_target_replication
CCT2	199	48	True	False	True	Q3	82bbdab36a9106905151909b19304d2a2d06df34b5e9bbbf5e66c4e800e58d7e	False	10691	48	cross_target_generality_only_not_same_target_replication
CCT3	234	48	True	False	True	Q4	6b42f7c8906f1d19759d4738738ee8cc5b533d767b6934349bd801096e8dd725	False	10691	48	cross_target_generality_only_not_same_target_replication
CCT4	251	48	True	False	True	Q4	28a9059a9e25bd9cfdf701b09c79571a64cc29c9ccb1386a4bcaa1abd6c63b3a	False	10691	48	cross_target_generality_only_not_same_target_replication
CCT5	66	35	True	False	False	ineligible	4044abd8e669dc75db2ccdd2df2ae67875e4bc1f57a38f80ec877a0898016eaf	False	10691	48	cross_target_generality_only_not_same_target_replication
CCT6A	131	45	True	False	True	Q2	903a14bbe20059294cb910cdaf2b45f47c60f29e80bd3473fa13541a26d58753	False	10691	48	cross_target_generality_only_not_same_target_replication
CCT7	152	44	True	False	True	Q2	8d4540b5786ca347f57b6329b0328c8a1677a3ddd29263171664e82b84e5c30d	False	10691	48	cross_target_generality_only_not_same_target_replication
CCT8	111	44	True	False	True	Q1	cb9772d931990e7248db4f1636d816136a0ad34c7c25547dc3d78ee7d24aaa4d	False	10691	48	cross_target_generality_only_not_same_target_replication
CD2BP2	132	44	True	False	True	Q2	74c6750140ee94bcca27cdc11743ea74a793a1d5881759443414582e599a0aad	False	10691	48	cross_target_generality_only_not_same_target_replication
CD3EAP	88	39	True	False	False	ineligible	0a682734643e7225a05f3745f465aa25aff19688ddb25b0a7f83fe27275eda1b	False	10691	48	cross_target_generality_only_not_same_target_replication
CD8B	112	43	False	False	False	ineligible	3798f295365f7083a96732d5cc323f3841683915c682c1f86fdf8143f649adef	False	10691	48	cross_target_generality_only_not_same_target_replication
CDAN1	137	47	False	False	False	ineligible	3819b080d5586b10481ce337b1d385ebf01df3a5512ad457977ac4a641d41712	False	10691	48	cross_target_generality_only_not_same_target_replication
CDC123	112	41	True	False	True	Q1	45d27e0e380ade5f9ccea1fb211ff23c7b7b01afb2580715e033c9d7af3683a1	False	10691	48	cross_target_generality_only_not_same_target_replication
CDC16	165	48	True	False	True	Q3	7069c917034c668b059c71d0cf5a75f8e02efd536584461cd75892e5e6dff667	False	10691	48	cross_target_generality_only_not_same_target_replication
CDC20	115	42	True	False	True	Q1	b1b68234358c99e67c18d53dc2ce0aa58a50c803574082ec66dab6997e20f8a2	False	10691	48	cross_target_generality_only_not_same_target_replication
CDC23	177	48	True	False	True	Q3	66eab7c49bd25e774370cebf8721ce81814c31cda906d22d477d7d6ee302e2c6	False	10691	48	cross_target_generality_only_not_same_target_replication
CDC26	45	32	True	False	False	ineligible	def1c5b45d198ca9bdd687a7ba3541de28452b57b49f1ec44cb2c3b3deed9ef0	False	10691	48	cross_target_generality_only_not_same_target_replication
CDC27	366	48	True	False	True	Q4	ad0282da7107d422f627bab463f50762d63a8d3bd803b75cbe0311a72b059839	False	10691	48	cross_target_generality_only_not_same_target_replication
CDC37	174	46	True	False	True	Q3	66decf58171bf38611c4a930ca9a4c445bf77dc32e4e2d84666ff8eec4a616be	False	10691	48	cross_target_generality_only_not_same_target_replication
CDC40	107	43	True	False	True	Q1	3985eeee3bb6904cd19039702ed832c7c870db4b489bc7183766e96ec50fb25d	False	10691	48	cross_target_generality_only_not_same_target_replication
CDC42	70	35	True	False	False	ineligible	3d4e146176785ce5804da9f5c0426119591640c7a738d03ce07139ef8949435a	False	10691	48	cross_target_generality_only_not_same_target_replication
CDC45	92	40	True	False	False	ineligible	dd1e33acf582c9c13f9df48ed3296f3b560e995d69586afd48df9516bf0a679d	False	10691	48	cross_target_generality_only_not_same_target_replication
CDC5L	99	43	True	False	False	ineligible	74b5071e31d829b688b2258652cb06d03af8aba162000890b4c44febb69d8d20	False	10691	48	cross_target_generality_only_not_same_target_replication
CDC6	192	47	True	False	True	Q3	1e90851d8c94a6098bc1ce555762805e7c7c31f7ce5ac5e63a49d4abb0aec997	False	10691	48	cross_target_generality_only_not_same_target_replication
CDC7	95	42	True	False	False	ineligible	0a032296c0db9a6259e37e15f7a63323c7864672dc2ce94958a1dc13235f1765	False	10691	48	cross_target_generality_only_not_same_target_replication
CDC73	171	48	True	False	True	Q3	c86ab3d584c7e1fe145d7cc516311683f8a25e8e8e79eac392543f9511ebbe01	False	10691	48	cross_target_generality_only_not_same_target_replication
CDCA5	61	36	True	False	False	ineligible	275dab85b1cdf75cf121d4edfee981a094c7b6b0d53d15ee8e43bdef129668fe	False	10691	48	cross_target_generality_only_not_same_target_replication
CDCA8	82	37	True	False	False	ineligible	3a6740755c6a4770ed2e383bf98172502d358ef4d31cedff0e15a56408734f73	False	10691	48	cross_target_generality_only_not_same_target_replication
CDIPT	247	48	True	False	True	Q4	2f4090ce34b8b9edf529916af8707a69026da4632511da3b2a8b8b0086599353	False	10691	48	cross_target_generality_only_not_same_target_replication
CDK1	347	48	True	False	True	Q4	b93ca183afa6f8181e4736dbfd48687aa68a9152f12f68c4f21cceefd34a16ea	False	10691	48	cross_target_generality_only_not_same_target_replication
CDK11A	269	48	True	False	True	Q4	c98701978025ca1fde8de0a00b05b5a26153d6f0c1965d679da687fc63693cac	False	10691	48	cross_target_generality_only_not_same_target_replication
CDK2	105	44	True	False	True	Q1	e044bb4eb1fddbab6d61c619b9426c3b80db4c63f9b3b1cfb3e3efe35d39e61e	False	10691	48	cross_target_generality_only_not_same_target_replication
CDK7	18	16	True	False	False	ineligible	b498002b00156f139b7f36fbf9858b7d7c20203c5154026de2d8a6ea9245805a	False	10691	48	cross_target_generality_only_not_same_target_replication
CDK9	140	46	True	False	True	Q2	a48895f1d2164de802a740ca8db05920d06fc8a920a5d9f91eccde2607e9975a	False	10691	48	cross_target_generality_only_not_same_target_replication
CDT1	28	23	True	False	False	ineligible	3cd441f5b58603899ce28276a05890780bc62b249044e1197867a53e367568c7	False	10691	48	cross_target_generality_only_not_same_target_replication
CEBPZ	113	42	True	False	True	Q1	831bf855bf7e08e0ead32da85f868fce14363f6d57a13e25454cf680775261b0	False	10691	48	cross_target_generality_only_not_same_target_replication
CENPA	76	35	True	False	False	ineligible	a9d71a3ed37e12f30a814dc1911da928666c0ad1f8827541beb4606e186c5191	False	10691	48	cross_target_generality_only_not_same_target_replication
CENPC	124	44	True	False	True	Q1	93188cc2e3be85c8186fdd02529f0447b56e9948914e2cc22d0804827167252b	False	10691	48	cross_target_generality_only_not_same_target_replication
CENPE	177	48	True	False	True	Q3	3d3d3272e6e2e8461f6a5f0cb0c5f87909ddb082fb49ea9f3e5d3d25a26a2383	False	10691	48	cross_target_generality_only_not_same_target_replication
CENPH	63	38	True	False	False	ineligible	837033d851893ab47bb505fd8282324016726dbe3bfa4322167ffd402a4e257f	False	10691	48	cross_target_generality_only_not_same_target_replication
CENPI	42	25	False	False	False	ineligible	96b15e497e62e01e7d0390d2d65738ac4e55c51b80f51a670efe97096c334010	False	10691	48	cross_target_generality_only_not_same_target_replication
CENPJ	282	48	True	False	True	Q4	4b02095a906fe5a8c5de1ebcb9ffd8c9f19dc276feeddaadd1879f2495bb5a78	False	10691	48	cross_target_generality_only_not_same_target_replication
CENPK	97	43	True	False	False	ineligible	d0301930bd17148f3b31fe5cc76215d6461a1a78d1eaeb8f16e6f6713e77a91c	False	10691	48	cross_target_generality_only_not_same_target_replication
CENPN	147	47	True	False	True	Q2	e98f8ebee6fd59f971372341fc1cd96d2211db56244b06b0ef37280fd9275401	False	10691	48	cross_target_generality_only_not_same_target_replication
CENPT	65	34	True	False	False	ineligible	f6dfce3e8d6760b1de51fb8f5d4ae4a76e0ee8c6d1bf46b38697a1124e230d2e	False	10691	48	cross_target_generality_only_not_same_target_replication
CENPW	72	36	True	False	False	ineligible	e18aaf6c3b1b4b6dc8050e69831fa1b665f3adfd1b4bf43d659ac685ae8e2386	False	10691	48	cross_target_generality_only_not_same_target_replication
CEP152	153	44	True	False	True	Q2	53156576395bceb8b6650d983c1ae91ea630f8933142c470a53390f36ce36012	False	10691	48	cross_target_generality_only_not_same_target_replication
CEP192	202	48	True	False	True	Q3	248b12101e130cefbd57644f42c5321104eb451618a4d5bfd4e5e0ce220d89e7	False	10691	48	cross_target_generality_only_not_same_target_replication
CEP68	68	36	True	False	False	ineligible	00bbce624283719b5c90407bd1d246cdc0949b3e4fdd5fc075a5e56001f83080	False	10691	48	cross_target_generality_only_not_same_target_replication
CEP85	129	44	True	False	True	Q2	f90feb3acd8b6bea60190d957d59cd9ee82794b1394652bb7865b0e3e371eeb7	False	10691	48	cross_target_generality_only_not_same_target_replication
CEP97	135	46	True	False	True	Q2	9735d118c749668718cb54f92abbbdd74cbb4556500823fcc6a082ef92ad8bae	False	10691	48	cross_target_generality_only_not_same_target_replication
CFDP1	157	45	True	False	True	Q2	b7231070671980399fba164f36b45f5c2ab1febee3eaaa3fc5a543cb040bfc72	False	10691	48	cross_target_generality_only_not_same_target_replication
CFL1	23	18	True	False	False	ineligible	018ab89cf5e8d152db4d51a60e6feb8d8eb0a5d6c00af7f68dc35e366e8a2993	False	10691	48	cross_target_generality_only_not_same_target_replication
CHAF1A	38	25	True	False	False	ineligible	e86828d04e45176b4e8cea0b312a0480eee3489bf89a3850db27142f1fde05e8	False	10691	48	cross_target_generality_only_not_same_target_replication
CHAF1B	84	41	True	False	False	ineligible	e40bec57012292bb5de2ad335d04dea35acb4c16a96698643233cd27c6f0e8c7	False	10691	48	cross_target_generality_only_not_same_target_replication
CHCHD1	84	42	True	False	False	ineligible	dccca8e8413befa81bed15b980126e528eea5ea9ec8d1f7f061f31699232fed5	False	10691	48	cross_target_generality_only_not_same_target_replication
CHCHD2	90	39	True	False	False	ineligible	bd62f3fdf470706291a34da9224b43a17769c784c2d7a7c0038e86809452930a	False	10691	48	cross_target_generality_only_not_same_target_replication
CHCHD4	140	43	True	False	True	Q2	5a123f1e5471ed6abd2ec300990633797e55cf61e3f0adf6153c2b6d905da24c	False	10691	48	cross_target_generality_only_not_same_target_replication
CHD4	44	29	True	False	False	ineligible	e7bf2e9e2ec155f20f84789cd44662dc19a6a41a9e380b07fd6dfccaf2f72b81	False	10691	48	cross_target_generality_only_not_same_target_replication
CHEK1	295	48	True	False	True	Q4	d08df75f2e6eadf7c3b59b15a7b0d0ecbdd3f2887bdd9e61c36efe525027b749	False	10691	48	cross_target_generality_only_not_same_target_replication
CHERP	67	38	True	False	False	ineligible	7e045bc801fe7942fe08d89a37e7584718c11243f14de8288ec4b536155f8064	False	10691	48	cross_target_generality_only_not_same_target_replication
CHMP1A	78	41	True	False	False	ineligible	d52dd5e4cf6c97aace4de8f7f2113b518ff9a5383dee846fa7097e98d9234b70	False	10691	48	cross_target_generality_only_not_same_target_replication
CHMP2A	93	41	True	False	False	ineligible	306a04d9d276bf41756ac22ccf43474d3f4d8d0c4816e844997bff84ab3f5472	False	10691	48	cross_target_generality_only_not_same_target_replication
CHMP3	130	44	True	False	True	Q2	a6ad271f0814bdde70403e28ee9935e65bf3c4750fb58d64eb84e06810874cac	False	10691	48	cross_target_generality_only_not_same_target_replication
CHMP4B	71	39	True	False	False	ineligible	7fd9538694f3bf6950033e73079ad6003b705dda8b15dbf6ba349d5b89be2e45	False	10691	48	cross_target_generality_only_not_same_target_replication
CHMP5	110	38	True	False	True	Q1	782bfe9a4fc6f3de39a303f226c46a29a4317d9c0413adf1180fabc9c79731c9	False	10691	48	cross_target_generality_only_not_same_target_replication
CHMP6	624	48	True	False	True	Q4	0bcab08665164f603b44cc5e9ff87572a90595d0f8b0818e3c01fd69e9aac973	False	10691	48	cross_target_generality_only_not_same_target_replication
CHMP7	240	47	True	False	True	Q4	32711b7fdc7e3d9bbdab3f789464640716c92068edf4b7aef403cf2831738789	False	10691	48	cross_target_generality_only_not_same_target_replication
CHORDC1	259	48	True	False	True	Q4	1fb2252536418b75968f920a1c0fee88fa3235d467876152e244718f1273f471	False	10691	48	cross_target_generality_only_not_same_target_replication
CHTF18	97	43	True	False	False	ineligible	bea81ab875b8fc80e15770a4df365bdf8b4da4075cc5bfb06823686e1ca1b2d4	False	10691	48	cross_target_generality_only_not_same_target_replication
CHTF8	45	27	False	False	False	ineligible	16eeb7ccd907de39f3cc94e6283fdd348aed853652fe861f68c8ebd08ab5cd4c	False	10691	48	cross_target_generality_only_not_same_target_replication
CHTOP	149	42	True	False	True	Q2	8baef7706de8b4692b091848fb25c1480b620783dadb88a74e135fbba94cf480	False	10691	48	cross_target_generality_only_not_same_target_replication
CIAO1	255	48	True	False	True	Q4	0f28841c41ae733d6e7a29ec96b837c9d658bc6993966a3b7ff55e875f6a47ca	False	10691	48	cross_target_generality_only_not_same_target_replication
CIAPIN1	151	44	True	False	True	Q2	81a078ca707f11cd687c71a781557b549a1e6ed5f25f3a836e79109037321c1f	False	10691	48	cross_target_generality_only_not_same_target_replication
CINP	78	39	True	False	False	ineligible	8e84e2572a0187db170ac70a81a3f3be7fb857d1387feb6664ffb6254f3fd19a	False	10691	48	cross_target_generality_only_not_same_target_replication
CKAP5	315	48	True	False	True	Q4	5adbd3f23aa8041cfdeb73ac6cef3ea023a8ae97cc3a30d0c9146ca2defb15d3	False	10691	48	cross_target_generality_only_not_same_target_replication
CLASRP	127	44	True	False	True	Q1	1215149cbe289893663f2c835a3fe960a8454a8305020198a3e11a22a5cc2160	False	10691	48	cross_target_generality_only_not_same_target_replication
CLCC1	47	31	True	False	False	ineligible	ae03e1e5ad64a44e759e7fbd7026349e5bbaca8396625e3fc9d48203395804f1	False	10691	48	cross_target_generality_only_not_same_target_replication
CLK2	88	39	True	False	False	ineligible	debcc4f9d5b1dcb7717ba50e1bc787d582b4621320571d59ebf256adf82ee546	False	10691	48	cross_target_generality_only_not_same_target_replication
